ch.0,ch.1
84.80535483996096,-2.959528877576089
-1.1310102790191598,2.040238650639145
0.030229210217592114,3.2320090818405953
1.4658989709218702,4.705558593432762
-3.14208763853661,-1.0205308240263589
2.1444506069819274,-4.368725785890958
-6.608576491037797,-6.327532469430652
-2.7043502353033504,-5.0099230963394215
-2.7826790552134106,2.6595127201070423
2.8957818692523394,-0.4778142290124813
2.448907229423272,0.4995928293867857
-0.236174300194232,-1.7377255798979974
2.136812233288855,-1.0599078845982557
-3.4641050910952256,1.8047539755505968
0.4021271711981813,7.770647108078245
-0.68693768564828,-2.9649986871087624
-0.3205610437397523,-2.066324790636673
-0.6971382764185688,-2.510908842087117
-1.2084597263334618,-4.425964613596416
-6.491921630541584,-1.788354049046163
-3.6240128885904763,-3.0275349734626307
2.3194579175319405,2.1908229153955414
-5.002131983121202,-0.4896945908871042
-0.4301758473712112,-4.561789826075735
-2.4150611537292006,-4.282946457863254
-0.7688259890875766,-4.460697842915963
-7.523895936648337,-2.4859344816198794
21.252239377974973,-2.916439296721669
65.85759007136099,0.6749822575242308
124.48406093597444,0.2814522686000571
125.27652735201562,0.7529289375940001
125.93607626406332,-1.955575433413744
38.433490224201364,-0.8360031849546513
38.41549519856706,-1.0715361344015726
41.265664776483945,-2.0032513071693674
61.413755531947345,-0.3786840194061447
60.91871105194121,-2.58266188526129
27.856769966761146,-2.1187414999009038
214.9537802530925,-4.233051414807873
103.46496657689451,-3.4400221055346836
21.089392333667092,0.8198064832688662
32.667388350169155,-0.12211657047300692
72.21854150263455,-0.2685061343506323
30.4009790951406,-0.7750277706784745
37.792260180473725,-0.8447852780019488
42.075108103752896,1.6579015531547192
32.647400369008366,-0.5475104138060036
2.5088666884097472,3.7115130828214267
2.3905365626018322,3.7151903460821756
9.662637219746488,7.803895147958903
7.138682108243374,6.153067381541482
4.490433808644118,1.8639683030446534
1.5310052404403625,2.8962385393770003
-0.41678680324527567,-1.2656223227195351
7.236393809636061,3.1007495807013945
4.6531983207068395,1.9997334947591545
0.42926600201866966,-1.809469360033472
0.16769496250225674,1.0427720651626171
3.55193503252751,3.883733098665408
2.447577119826225,1.9977403052642728
3.036189618746475,3.0098835957841366
5.691000858306834,2.7222586450578317
1.1884683771139206,-0.6741553964618144
