ch.0,ch.1
2.5594567346576778,4.646393260001926
10.28118875694342,11.784044163704008
2.1212489099508107,3.1188620573679176
25.87165939331053,-0.9911709499367894
29.431786432901774,1.1440109386440578
35.037046280860714,0.267595360119967
12.03746795813268,-0.5542913036347844
27.434155370712375,-1.9531519180933719
61.90727014764113,-2.266454586983245
62.12813482888576,-2.290760945956709
61.976528419176425,-3.442028568586184
20.215211228052716,-0.19771414852154487
10.40163554541359,-0.7505794464745302
12.565239132881384,1.3027417802812926
14.290311422984143,-0.2266831254955733
28.744986518224664,-1.4329241552353942
47.545231380144685,2.8141645441056418
40.36610862731972,-0.5946901359558932
32.32765475654659,-0.5108838427851939
32.989330187480036,0.19980359236389791
31.743621301968183,-2.467006827036315
116.26307649644161,-2.127884872435658
81.48426393445378,5.135700635910809
82.30706806309958,1.9367669725417371
81.47811220073714,0.4813727871574424
82.85749418958024,-3.6279181489951404
56.3718798634212,-3.7255899343492267
28.760452734946835,-2.912724886576339
98.74478323046358,-3.9731442057291235
26.281144629159932,-3.531960179010838
43.31673736921968,1.104886953988919
29.353460920969937,-1.7464520317708903
23.71202420965737,-4.181683122635103
24.67045029640203,-3.764249841373004
28.505949596086815,-0.5276628386176841
85.06124565696732,1.7234105043411427
27.08226231161779,-3.0327182095842673
24.600529149056356,-3.6927948007583833
188.79198073228227,0.8477586793899455
18.74495751285522,-0.7122300767894311
96.69077890396072,-1.5233583478926045
100.06447216288176,-1.3338524230320687
105.07700104459119,-0.13742214997670793
35.98889867432938,-0.20097964477427252
72.97164957968407,-1.0321576836902298
25.59795230070787,0.6833790540701641
92.23431898148871,1.689285855928826
69.96969723097502,-1.7676665198008727
51.80529203351338,0.016479669888694363
56.80671728070568,0.03557100137068986
57.469982104618616,0.6581291653319866
56.646827138900406,-3.119820355096477
47.07713989226046,-0.08457861741362041
35.37439934921276,-2.9237155764896765
62.28426315434695,-0.16599497540792751
138.7085707594542,-0.8130796286262627
86.16193541812865,-0.4719387594860769
74.04461801179296,2.1296367289223084
34.12361155764299,0.18631782245614914
36.8937760642362,0.2538744449612973
26.27754708639729,-3.232424915312552
86.00285686779021,-1.8311531734462791
16.420649791399498,-0.9690378243125198
16.63605372301721,-3.297066865285862
62.53620556831399,-2.3405175015127457
62.511154537201186,-2.200340320904942
62.43119801489501,-2.3401252508162345
65.68126442241655,0.37969492117557074
76.85364915148352,-2.808729872067386
55.661845592180946,-3.6219178692503435
14.8968530797957,-0.7652702808374229
104.31867272154514,1.139929487228641
57.95954656283027,0.21962539895388844
14.116021090189056,0.5442090635304444
46.11439858627308,-1.773735102017954
46.252535682678726,-1.9467824516296042
44.592734318097754,-3.504701358476615
29.250123014767276,1.4201742184951986
28.762593553543862,-2.9378241326016936
57.94722293249718,2.4089044281639804
57.97148374048855,2.6377984285363696
55.89454678217604,-0.7973420909236
44.22053107325259,1.8111154257464126
97.85096821848622,0.897388445537043
154.31498443667127,-2.3468617181773643
49.375983812967945,-2.9481819410320482
69.11522499783797,-0.1882960751853596
147.10448721758465,1.601117315927682
145.4355907246283,-2.746853586196796
61.18668088245447,-0.4475970694218819
13.807221486409611,2.8643271427161783
13.342998229027465,-1.6662568604151078
31.654105129242193,-2.1480009422313415
45.90173742898366,-0.9676687841422045
52.51000827916472,-0.4297517544428744
30.574048487663244,-1.7721074082052444
7.5219366811121064,-1.522758996645579
11.36644889132229,3.6585455468496435
31.616310258229365,1.1332799520494887
26.941541460355097,-3.295789333979706
17.81174792448644,-1.0124953546524462
62.78566973590862,1.700905935286967
78.63483798758213,0.04490916887893822
80.05924207846323,1.366918374379088
81.4753590215045,-0.8571036666231903
68.91300441042628,0.6389995791120435
39.347204207101306,-2.5647602977751287
74.14961499754592,0.4596437892912856
75.45834509849556,1.8058537235268683
75.13925637817364,2.207014882405827
-0.15316585350049317,8.7344189888641
38.09055621846497,-0.8388267097459914
10.03040750344716,-2.863059861342197
